"Source","Target","Source.level","Target.level","Label","Parent.Label","Colour","DSource","Unit","GEO","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010"
"Domestic Extraction","Domestic Input","Sourcing","Availability","Metal Ores","Metal Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",211449.819,206501.599,189361.392,189156.081,213604.232,184468.835,170654.262,163922.162
"Domestic Extraction","Domestic Input","Sourcing","Availability","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",2973242.244,2842182.24,2848366.985,2785731.111,2773384.281,2934908.707,3303752.384,3068830.149
"Material industry","Exports","Processing","Backflows","Metal Ores","Metal Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",130546.369,123863.045,122059.714,134018.654,134641.566,139136.12,133381.09,119889.249
"Material industry","Exports","Processing","Backflows","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",103905.95,103283.063,102923.536,102171.728,96538.394,89451.351,80694.358,79047.166
"Imports","Domestic Input","Sourcing","Availability","Metal Ores","Metal Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",245761.863,240139.457,245623.83,233734.92,226256.132,214252.554,239713.175,228036.241
"Imports","Domestic Input","Sourcing","Availability","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_mfa.tsv","kt","EU27_2020",96726.977,86854.888,82590.889,84325.018,81594.42,84354.655,100131.915,95234.462
"Domestic Input","Losses","Availability","Outflows","Metal Ores","Metal Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",0,0,0,0,0,0,0,0
"Domestic Input","Losses","Availability","Outflows","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",36290,36102,35657,36081,33031,33287,32844,33544
"Material industry","Emissions","Processing","Outflows","Metal Ores","Metal Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",5680,5694,5585,5476,5427,5377,5274,5171
"Material industry","Emissions","Processing","Outflows","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",11523,11788,11503,11222,11140,11059,10981,10898
"Material industry","Stocks","Processing","Services","Metal Ores","Metal Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",316640,312825,302712,278398,294398,248417,264995,259253
"Material industry","Stocks","Processing","Services","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",2241484,2090630,2063253,1975493,1955521,2109979,2546333,2346390
"Domestic Input","Material industry","Availability","Processing","Metal Ores","Metal Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",412260,404254,397290,376126,390802,343498,356999,348182
"Domestic Input","Material industry","Availability","Processing","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_ac_sd.tsv","kt","EU27_2020",3629387,3460494,3452267,3383656,3382365,3555504,3957888,3723977
"Waste treatment","Landfill","Backflows","Outflows","Biomass","Biomass","#66c2a5","env_wassd.tsv","kt","EU27_2020",31154,31961,35554,39147,42480,45814,51954,58095
"Waste treatment","Landfill","Backflows","Outflows","Metal Ores","Metal Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",4339,4258,4627,4996,5393,5790,6722,7654
"Waste treatment","Landfill","Backflows","Outflows","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",680715,690015,717019,744023,758186,772350,733813,695277
"Waste treatment","Landfill","Backflows","Outflows","Fossil","Fossil","#8da0cb","env_wassd.tsv","kt","EU27_2020",12892,12496,13495,14494,15740,16987,19581,22174
"Waste treatment","Domestic Input","Backflows","Availability","Biomass","Biomass","#66c2a5","env_wassd.tsv","kt","EU27_2020",419,422,416,409,470,532,526,519
"Waste treatment","Domestic Input","Backflows","Availability","Metal Ores","Metal Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",95,94,94,94,91,88,94,101
"Waste treatment","Domestic Input","Backflows","Availability","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",217070,206669,208627,210585,207120,203656,198878,194101
"Waste treatment","Domestic Input","Backflows","Availability","Fossil","Fossil","#8da0cb","env_wassd.tsv","kt","EU27_2020",766,735,703,672,693,715,677,638
"Waste treatment","Domestic Input","Backflows","Availability","Biomass","Biomass","#66c2a5","env_wassd.tsv","kt","EU27_2020",141873,142022,137482,132942,132929,132917,131355,129792
"Waste treatment","Domestic Input","Backflows","Availability","Metal Ores","Metal Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",85506,81383,84271,87159,85493,83826,79914,76002
"Waste treatment","Domestic Input","Backflows","Availability","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",478555,461350,451822,442293,450348,458404,467828,477251
"Waste treatment","Domestic Input","Backflows","Availability","Fossil","Fossil","#8da0cb","env_wassd.tsv","kt","EU27_2020",29796,29376,29486,29596,28499,27403,26974,26545
"Stocks","Waste treatment","Services","Backflows","Biomass","Biomass","#66c2a5","env_wassd.tsv","kt","EU27_2020",243226,244496,242316,240137,245160,250184,253619,257055
"Consumables","Waste treatment","Services","Backflows","Metal Ores","Metal Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",95620,91429,94578,97728,96404,95081,92005,88929
"Consumables","Waste treatment","Services","Backflows","Non-metallic Ores","Non-metallic Ores","#fc8d62","env_wassd.tsv","kt","EU27_2020",1387902,1369864,1389013,1408163,1426844,1445524,1411555,1377586
"Consumables","Waste treatment","Services","Backflows","Fossil","Fossil","#8da0cb","env_wassd.tsv","kt","EU27_2020",63622,62532,63342,64152,64217,64281,66161,68040
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",640982.3328,647940.7944,645633.8676,629255.106,666023.5836,659462.868,655715.682,667430.3484
"Refinery, direct carry over and other","Exports","Processing","Backflows","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",1336066.4952,1302760.5012,1419530.3532,1327357.9512,1201975.8516,1233607.1256,1152533.9304,1031908.0356
"Domestic Input","Material industry","Availability","Processing","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",3391843.9104,3332177.8236,3288203.8632,3276087.264,3261353.9148,3311214.516,3371295.096,3330155.5992
"Electricity and heat generation","Residential housing and other energy","Processing","Services","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",5420842.5528,5395047.678,5329365.1596,5197619.124,5391396.7884,5423919.8508,5330750.9904,5503653.27
"Refinery, direct carry over and other","Transport","Processing","Services","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",209829.8556,206647.8876,203089.1076,200237.8968,205806.3408,205303.9248,207338.7096,202293.6156
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",1171860.1992,1163561.9616,1251706.662,1159379.3484,1045967.31,1112081.0688,1024928.64,904424.1624
"Imports","Domestic Input","Sourcing","Availability","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",1319595.624,1305088.362,1395498.1212,1309270.9752,1195423.5096,1258032.9168,1156013.1612,1049542.8372
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",807939.3564,800101.6668,802534.1976,794390.8716,806360.9328,831645.018,870950.6964,907518.2076
"Domestic Input","Electricity and heat generation","Availability","Processing","Electricity","Electricity","#e78ac3","nrg_bal_sd","TJ","EU27_2020",147735.4248,141526.4004,143791.4592,149895.8136,149460.3864,145951.848,131084.5212,145118.6748
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",92687.3784,96928.6068,95840.0388,92076.1056,96999.7824,107240.6952,108245.5272,124071.6312
"Refinery, direct carry over and other","Exports","Processing","Backflows","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",3618345.6036,3318327.8892,3576963.2724,3436496.1324,3627234.18,3250698.5088,3064595.2488,3107849.0796
"Domestic Input","Material industry","Availability","Processing","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",3412422.0324,3334258.6632,3246507.522,3337775.5752,3431723.1804,3400347.3012,3420418.8204,3448989.5436
"Refinery, direct carry over and other","Consumables","Processing","Services","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",621584.8884,568621.8684,573964.2252,599495.3316,573336.2052,584958.762,601161.678,571954.5612
"Refinery, direct carry over and other","Residential housing and other energy","Processing","Services","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",5089578.75,5109629.3352,4884036.1776,4556963.3616,5434416.1584,5289871.0752,5051688.21,5778081.2628
"Refinery, direct carry over and other","Transport","Processing","Services","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",137909.0052,133923.1716,127136.3688,124762.4532,130050.3816,118126.3752,126432.9864,110879.0244
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",13285403.0352,12770606.6676,12724736.0868,12589615.4904,13486377.8088,12918170.4336,12861502.0956,13275040.7052
"Imports","Domestic Input","Sourcing","Availability","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",14728467.3912,13248802.0296,12811298.1768,11972954.2788,12812671.4472,12740838.5196,13064009.238,13399694.3016
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",729629.4492,672680.5956,693878.364,645918.57,653002.6356,638763.3288,625922.4132,616493.7396
"Domestic Extraction","Domestic Input","Sourcing","Availability","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",2788823.2932,2990890.8216,3030351.4116,3595062.8088,4164254.082,4161855.0456,4307103.5112,4584700.9116
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1373.2704,519.1632,1394.2044,602.8992,372.6252,330.7572,1172.304,1494.6876
"Domestic Input","Electricity and heat generation","Availability","Processing","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",4493131.4088,4091805.6948,3639087.0108,3396889.0044,3848318.154,4390412.4576,4884396.2424,5336951.6412
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Gaseos fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",205.1532,288.8892,301.4496,347.5044,175.8456,100.4832,133.9776,339.1308
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",233133.5844,233585.7588,223675.6032,208121.6412,212153.5296,220891.3812,203842.7316,250065.0036
"Refinery, direct carry over and other","Exports","Processing","Backflows","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",209.34,213.5268,226.0872,213.5268,242.8344,339.1308,334.944,372.6252
"Domestic Input","Material industry","Availability","Processing","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",659295.396,666961.4268,650737.5768,657922.1256,694920.8772,701004.2976,673183.0116,658303.1244
"Electricity and heat generation","Residential housing and other energy","Processing","Services","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",1328316.7284,1311912.846,1251304.7292,1219317.5772,1341902.8944,1335869.7156,1313424.2808,1502412.246
"Imports","Domestic Input","Sourcing","Availability","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",259.5816,242.8344,259.5816,242.8344,188.406,175.8456,167.472,192.5928
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",188016.6276,188150.6052,180103.5756,181020.4848,198747.396,200116.4796,224198.9532,206530.6572
"Domestic Extraction","Domestic Input","Sourcing","Availability","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",47402.9496,45615.186,41788.4508,36395.8524,34444.8036,31576.8456,29035.458,29776.5216
"Domestic Input","Electricity and heat generation","Availability","Processing","Heat","Heat","#a6d854","nrg_bal_sd","TJ","EU27_2020",80600.0868,77690.2608,74977.2144,70028.4168,68232.2796,63563.9976,56714.3928,57936.9384
"Domestic Extraction","Domestic Input","Sourcing","Availability","Nuclear","Nuclear","#e78ac3","nrg_bal_sd","TJ","EU27_2020",8160027.1452,8250206.6304,8531932.2156,8748992.6748,8646328.152,8724135.6432,9016102.1412,9195079.4676
"Domestic Input","Electricity and heat generation","Availability","Processing","Nuclear","Nuclear","#e78ac3","nrg_bal_sd","TJ","EU27_2020",8160027.1452,8250206.6304,8531932.2156,8748992.6748,8646328.152,8724135.6432,9016102.1412,9195079.4676
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1251.8532,979.7112,1055.0736,611.2728,988.0848,1971.9828,1507.248,2214.8172
"Refinery, direct carry over and other","Exports","Processing","Backflows","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",15084642.654,14814895.5036,14371542.6912,13045612.4388,12985033.6296,12899166.5484,11979674.0928,12074563.728
"Domestic Input","Material industry","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",953585.568,1009759.8636,1033632.9972,1001955.6684,1037522.5344,1136339.388,1204471.1844,1286804.6064
"Refinery, direct carry over and other","Consumables","Processing","Services","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",3275074.0584,3043908.27,3050192.6568,3148134.4692,3090034.2456,3216211.8372,3364684.1388,3485251.4184
"Refinery, direct carry over and other","Residential housing and other energy","Processing","Services","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",2524887.4212,2541220.128,2605424.706,2559281.9832,2840743.8,2801739.5712,2844080.6796,3138467.148
"Refinery, direct carry over and other","Transport","Processing","Services","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",10996734.87,10813951.7424,10547960.1516,10398650.49,10281876.4512,10379680.0992,10813110.1956,10905646.8492
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",9906253.5024,9828249.2316,9530048.5884,8790751.818,9289943.982,8719463.1744,9020845.7856,8840784.078
"Imports","Domestic Input","Sourcing","Availability","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",36754987.7304,36142814.7684,35918762.3532,33739893.018,33932192.742,34313132.9268,34268790.528,35112141.8388
"Refinery, direct carry over and other","Transport","Processing","Services","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1763819.2908,1739150.6652,1687539.9816,1667845.2744,1717860.7872,1820726.2764,1948344.1272,1956093.894
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1092432.4164,1139383.1916,1134426.0204,1064364.1092,1088501.0112,1163130.7212,1214364.5928,1280545.3404
"Domestic Extraction","Domestic Input","Sourcing","Availability","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1092800.8548,1103623.7328,1226376.522,1264861.5876,1273545.0108,1309961.7972,1354350.2508,1419011.19
"Recovery","Domestic Input","Backflows","Availability","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",46046.4264,48483.144,45192.3192,53695.71,45795.2184,44974.6056,40427.7408,37275.0804
"Refinery, direct carry over and other","Stocks","Processing","Services","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",69492.5064,76283.496,528256.9296,52602.9552,164846.8764,61462.224,28750.7556,28658.646
"Stocks","Domestic Input","Services","Availability","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",409054.5468,162276.1812,22474.7424,85557.258,149707.4076,152005.9608,263818.6416,84904.1172
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",1147.1832,1951.0488,9943.65,16437.3768,18551.7108,19397.4444,27992.9448,29763.9612
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",16705.332,14879.8872,18719.1828,26134.0056,31660.5816,32121.1296,37961.7156,36115.3368
"Domestic Input","Electricity and heat generation","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",659228.4072,691265.8008,705442.3056,685165.6332,701326.6812,848048.9004,882694.6704,976931.1648
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Liquid fossil fuel","Fossil","#8da0cb","nrg_bal_sd","TJ","EU27_2020",29142820.1124,28431574.902,28432412.262,27192931.056,26823224.0556,27824476.3416,27699215.6592,28391804.4888
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",16.7472,8.3736,62.802,12.5604,8.3736,16.7472,8.3736,133.9776
"Refinery, direct carry over and other","Exports","Processing","Backflows","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",183448.8288,184683.9348,182845.9296,173496.8052,156799.8468,137159.568,121413.0132,109187.5572
"Domestic Input","Material industry","Availability","Processing","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",857155.1904,852503.6556,820043.3952,788747.0652,779473.3032,767582.7912,790300.368,791535.474
"Refinery, direct carry over and other","Residential housing and other energy","Processing","Services","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",1887995.592,1865428.74,1887761.1312,1813838.9904,2053822.1796,2021730.3576,1798071.5016,2008659.168
"Refinery, direct carry over and other","Transport","Processing","Services","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",4.1868,8.3736,4.1868,12.5604,12.5604,0,0,0
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",2929738.4208,2904052.4028,2895004.728,2791578.2076,3003438.6612,2940892.056,2729630.3148,2921800.248
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",1113.6888,950.4036,1687.2804,12363.6204,12196.1484,11195.5032,12049.6104,11756.5344
"Domestic Input","Electricity and heat generation","Availability","Processing","Bioenergy solid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",1117683.0072,1088475.8904,1063535.1228,1045787.2776,1039942.5048,1024995.6288,909758.1456,917411.616
"Refinery, direct carry over and other","Exports","Processing","Backflows","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",308747.1924,279364.23,252794.7972,272384.8344,210780.2592,163825.2972,150473.592,131009.1588
"Domestic Input","Material industry","Availability","Processing","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",9499.8492,7841.8764,5220.9396,5082.7752,3793.2408,3449.9232,3621.582,5070.2148
"Refinery, direct carry over and other","Residential housing and other energy","Processing","Services","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",22215.1608,18342.3708,13435.4412,13083.75,12078.918,11990.9952,11337.8544,14159.7576
"Refinery, direct carry over and other","Transport","Processing","Services","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",573080.8104,525753.2232,539398.0044,538979.3244,499518.7344,562128.1416,528282.0504,501695.8704
"Domestic Input","Refinery, direct carry over and other","Availability","Processing","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",360257.3928,313762.9788,284761.0152,304589.7,235896.8724,190055.5992,189322.9092,178420.482
"Refinery, direct carry over and other","Energy industry (consumption and losses)","Processing","Outflows","Bioenergy liquid","Biomass","#66c2a5","nrg_bal_sd","TJ","EU27_2020",1892.4336,2256.6852,1574.2368,1624.4784,1457.0064,661.5144,548.4708,695.0088
